;PolBez;Altersgr;GebLand;Geschl;GeimpftGenesen;Anz
1243;BEZIMST-104;ALT10IMST-8;INLAND;f;0;141
1244;BEZIMST-104;ALT10IMST-8;AUSLAND;m;1;61
1245;BEZIMST-104;ALT10IMST-8;AUSLAND;m;3;12
1246;BEZIMST-104;ALT10IMST-8;AUSLAND;m;2;8
1247;BEZIMST-104;ALT10IMST-8;AUSLAND;m;0;34
1248;BEZIMST-104;ALT10IMST-8;AUSLAND;f;1;101
1249;BEZIMST-104;ALT10IMST-8;AUSLAND;f;3;5
1250;BEZIMST-104;ALT10IMST-8;AUSLAND;f;2;5
1251;BEZIMST-104;ALT10IMST-8;AUSLAND;f;0;37
1252;BEZIMST-104;ALT10IMST-9;INLAND;m;1;722
1253;BEZIMST-104;ALT10IMST-9;INLAND;m;3;162
1254;BEZIMST-104;ALT10IMST-9;INLAND;m;2;8
1255;BEZIMST-104;ALT10IMST-9;INLAND;m;0;61
1256;BEZIMST-104;ALT10IMST-9;INLAND;f;1;885
1257;BEZIMST-104;ALT10IMST-9;INLAND;f;3;156
1258;BEZIMST-104;ALT10IMST-9;INLAND;f;2;12
1259;BEZIMST-104;ALT10IMST-9;INLAND;f;0;89
1260;BEZIMST-104;ALT10IMST-9;AUSLAND;m;1;49
1261;BEZIMST-104;ALT10IMST-9;AUSLAND;m;3;3
1262;BEZIMST-104;ALT10IMST-9;AUSLAND;m;2;3
1263;BEZIMST-104;ALT10IMST-9;AUSLAND;m;0;9
1264;BEZIMST-104;ALT10IMST-9;AUSLAND;f;1;52
1265;BEZIMST-104;ALT10IMST-9;AUSLAND;f;3;4
1266;BEZIMST-104;ALT10IMST-9;AUSLAND;f;2;4
1267;BEZIMST-104;ALT10IMST-9;AUSLAND;f;0;6
1268;BEZIMST-104;ALT10IMST-10;INLAND;m;1;233
1269;BEZIMST-104;ALT10IMST-10;INLAND;m;3;40
1270;BEZIMST-104;ALT10IMST-10;INLAND;m;2;4
1271;BEZIMST-104;ALT10IMST-10;INLAND;m;0;20
1272;BEZIMST-104;ALT10IMST-10;INLAND;f;1;438
1273;BEZIMST-104;ALT10IMST-10;INLAND;f;3;114
1274;BEZIMST-104;ALT10IMST-10;INLAND;f;2;19
1275;BEZIMST-104;ALT10IMST-10;INLAND;f;0;56
1276;BEZIMST-104;ALT10IMST-10;AUSLAND;m;1;15
1277;BEZIMST-104;ALT10IMST-10;AUSLAND;m;3;4
1278;BEZIMST-104;ALT10IMST-10;AUSLAND;m;0;2
1279;BEZIMST-104;ALT10IMST-10;AUSLAND;f;1;16
1280;BEZIMST-104;ALT10IMST-10;AUSLAND;f;3;3
1281;BEZIMST-104;ALT10IMST-10;AUSLAND;f;2;2
1282;BEZIMST-104;ALT10IMST-10;AUSLAND;f;0;6
1555;BEZIMST-105;ALT10IMST-1;INLAND;m;2;38
1556;BEZIMST-105;ALT10IMST-1;INLAND;m;0;244
1557;BEZIMST-105;ALT10IMST-1;INLAND;f;1;1
1558;BEZIMST-105;ALT10IMST-1;INLAND;f;3;1
1559;BEZIMST-105;ALT10IMST-1;INLAND;f;2;45
1560;BEZIMST-105;ALT10IMST-1;INLAND;f;0;210
1561;BEZIMST-105;ALT10IMST-1;AUSLAND;m;0;3
1562;BEZIMST-105;ALT10IMST-1;AUSLAND;f;0;1
1563;BEZIMST-105;ALT10IMST-2;INLAND;m;1;102
1564;BEZIMST-105;ALT10IMST-2;INLAND;m;3;79
1565;BEZIMST-105;ALT10IMST-2;INLAND;m;2;244
1566;BEZIMST-105;ALT10IMST-2;INLAND;m;0;210
1567;BEZIMST-105;ALT10IMST-2;INLAND;f;1;99
1568;BEZIMST-105;ALT10IMST-2;INLAND;f;3;75
1569;BEZIMST-105;ALT10IMST-2;INLAND;f;2;230
1570;BEZIMST-105;ALT10IMST-2;INLAND;f;0;192
1571;BEZIMST-105;ALT10IMST-2;AUSLAND;m;1;1
1572;BEZIMST-105;ALT10IMST-2;AUSLAND;m;3;3
1573;BEZIMST-105;ALT10IMST-2;AUSLAND;m;2;13
1574;BEZIMST-105;ALT10IMST-2;AUSLAND;m;0;21
1575;BEZIMST-105;ALT10IMST-2;AUSLAND;f;1;2
1576;BEZIMST-105;ALT10IMST-2;AUSLAND;f;3;4
1577;BEZIMST-105;ALT10IMST-2;AUSLAND;f;2;11
1578;BEZIMST-105;ALT10IMST-2;AUSLAND;f;0;18
1579;BEZIMST-105;ALT10IMST-3;INLAND;m;1;240
1580;BEZIMST-105;ALT10IMST-3;INLAND;m;3;164
1581;BEZIMST-105;ALT10IMST-3;INLAND;m;2;146
1582;BEZIMST-105;ALT10IMST-3;INLAND;m;0;96
1583;BEZIMST-105;ALT10IMST-3;INLAND;f;1;216
1584;BEZIMST-105;ALT10IMST-3;INLAND;f;3;202
1585;BEZIMST-105;ALT10IMST-3;INLAND;f;2;127
1586;BEZIMST-105;ALT10IMST-3;INLAND;f;0;71
1587;BEZIMST-105;ALT10IMST-3;AUSLAND;m;1;13
1588;BEZIMST-105;ALT10IMST-3;AUSLAND;m;3;4
1589;BEZIMST-105;ALT10IMST-3;AUSLAND;m;2;9
1590;BEZIMST-105;ALT10IMST-3;AUSLAND;m;0;16
1591;BEZIMST-105;ALT10IMST-3;AUSLAND;f;1;11
1592;BEZIMST-105;ALT10IMST-3;AUSLAND;f;3;10
1593;BEZIMST-105;ALT10IMST-3;AUSLAND;f;2;7
1594;BEZIMST-105;ALT10IMST-3;AUSLAND;f;0;9
1595;BEZIMST-105;ALT10IMST-4;INLAND;m;1;322
1596;BEZIMST-105;ALT10IMST-4;INLAND;m;3;162
1597;BEZIMST-105;ALT10IMST-4;INLAND;m;2;149
1598;BEZIMST-105;ALT10IMST-4;INLAND;m;0;152
1599;BEZIMST-105;ALT10IMST-4;INLAND;f;1;251
1600;BEZIMST-105;ALT10IMST-4;INLAND;f;3;176
1601;BEZIMST-105;ALT10IMST-4;INLAND;f;2;157
1602;BEZIMST-105;ALT10IMST-4;INLAND;f;0;111
1603;BEZIMST-105;ALT10IMST-4;AUSLAND;m;1;12
1604;BEZIMST-105;ALT10IMST-4;AUSLAND;m;3;5
1605;BEZIMST-105;ALT10IMST-4;AUSLAND;m;2;10
1606;BEZIMST-105;ALT10IMST-4;AUSLAND;m;0;23
1607;BEZIMST-105;ALT10IMST-4;AUSLAND;f;1;12
1608;BEZIMST-105;ALT10IMST-4;AUSLAND;f;3;9
1609;BEZIMST-105;ALT10IMST-4;AUSLAND;f;2;18
1610;BEZIMST-105;ALT10IMST-4;AUSLAND;f;0;27
1611;BEZIMST-105;ALT10IMST-5;INLAND;m;1;394
1612;BEZIMST-105;ALT10IMST-5;INLAND;m;3;163
1613;BEZIMST-105;ALT10IMST-5;INLAND;m;2;194
1614;BEZIMST-105;ALT10IMST-5;INLAND;m;0;171
1615;BEZIMST-105;ALT10IMST-5;INLAND;f;1;323
1616;BEZIMST-105;ALT10IMST-5;INLAND;f;3;229
1617;BEZIMST-105;ALT10IMST-5;INLAND;f;2;172
1618;BEZIMST-105;ALT10IMST-5;INLAND;f;0;123
1619;BEZIMST-105;ALT10IMST-5;AUSLAND;m;1;30
1620;BEZIMST-105;ALT10IMST-5;AUSLAND;m;3;12
1621;BEZIMST-105;ALT10IMST-5;AUSLAND;m;2;28
1622;BEZIMST-105;ALT10IMST-5;AUSLAND;m;0;33
1623;BEZIMST-105;ALT10IMST-5;AUSLAND;f;1;47
1624;BEZIMST-105;ALT10IMST-5;AUSLAND;f;3;29
1625;BEZIMST-105;ALT10IMST-5;AUSLAND;f;2;42
1626;BEZIMST-105;ALT10IMST-5;AUSLAND;f;0;44
1627;BEZIMST-105;ALT10IMST-6;INLAND;m;1;579
1628;BEZIMST-105;ALT10IMST-6;INLAND;m;3;228
1629;BEZIMST-105;ALT10IMST-6;INLAND;m;2;140
1630;BEZIMST-105;ALT10IMST-6;INLAND;m;0;202
1631;BEZIMST-105;ALT10IMST-6;INLAND;f;1;541
1632;BEZIMST-105;ALT10IMST-6;INLAND;f;3;290
1633;BEZIMST-105;ALT10IMST-6;INLAND;f;2;145
1634;BEZIMST-105;ALT10IMST-6;INLAND;f;0;114
1635;BEZIMST-105;ALT10IMST-6;AUSLAND;m;1;41
1636;BEZIMST-105;ALT10IMST-6;AUSLAND;m;3;16
1637;BEZIMST-105;ALT10IMST-6;AUSLAND;m;2;17
1638;BEZIMST-105;ALT10IMST-6;AUSLAND;m;0;38
1639;BEZIMST-105;ALT10IMST-6;AUSLAND;f;1;79
1640;BEZIMST-105;ALT10IMST-6;AUSLAND;f;3;32
1641;BEZIMST-105;ALT10IMST-6;AUSLAND;f;2;18
1642;BEZIMST-105;ALT10IMST-6;AUSLAND;f;0;37
1643;BEZIMST-105;ALT10IMST-7;INLAND;m;1;946
1644;BEZIMST-105;ALT10IMST-7;INLAND;m;3;287
1645;BEZIMST-105;ALT10IMST-7;INLAND;m;2;125
1646;BEZIMST-105;ALT10IMST-7;INLAND;m;0;177
1647;BEZIMST-105;ALT10IMST-7;INLAND;f;1;874
1648;BEZIMST-105;ALT10IMST-7;INLAND;f;3;275
1649;BEZIMST-105;ALT10IMST-7;INLAND;f;2;118
1650;BEZIMST-105;ALT10IMST-7;INLAND;f;0;210
1651;BEZIMST-105;ALT10IMST-7;AUSLAND;m;1;54
1652;BEZIMST-105;ALT10IMST-7;AUSLAND;m;3;7
1653;BEZIMST-105;ALT10IMST-7;AUSLAND;m;2;6
1654;BEZIMST-105;ALT10IMST-7;AUSLAND;m;0;24
1655;BEZIMST-105;ALT10IMST-7;AUSLAND;f;1;62
1656;BEZIMST-105;ALT10IMST-7;AUSLAND;f;3;9
1657;BEZIMST-105;ALT10IMST-7;AUSLAND;f;2;9
1658;BEZIMST-105;ALT10IMST-7;AUSLAND;f;0;41
1659;BEZIMST-105;ALT10IMST-8;INLAND;m;1;766
1660;BEZIMST-105;ALT10IMST-8;INLAND;m;3;147
1661;BEZIMST-105;ALT10IMST-8;INLAND;m;2;35
1662;BEZIMST-105;ALT10IMST-8;INLAND;m;0;131
1663;BEZIMST-105;ALT10IMST-8;INLAND;f;1;772
1664;BEZIMST-105;ALT10IMST-8;INLAND;f;3;135
1665;BEZIMST-105;ALT10IMST-8;INLAND;f;2;34
1666;BEZIMST-105;ALT10IMST-8;INLAND;f;0;113
1667;BEZIMST-105;ALT10IMST-8;AUSLAND;m;1;30
1668;BEZIMST-105;ALT10IMST-8;AUSLAND;m;3;4
1669;BEZIMST-105;ALT10IMST-8;AUSLAND;m;2;3
1670;BEZIMST-105;ALT10IMST-8;AUSLAND;m;0;17
1671;BEZIMST-105;ALT10IMST-8;AUSLAND;f;1;60
1672;BEZIMST-105;ALT10IMST-8;AUSLAND;f;3;4
1673;BEZIMST-105;ALT10IMST-8;AUSLAND;f;2;2
1674;BEZIMST-105;ALT10IMST-8;AUSLAND;f;0;16
1675;BEZIMST-105;ALT10IMST-9;INLAND;m;1;442
1676;BEZIMST-105;ALT10IMST-9;INLAND;m;3;87
1677;BEZIMST-105;ALT10IMST-9;INLAND;m;2;11
1678;BEZIMST-105;ALT10IMST-9;INLAND;m;0;42
1679;BEZIMST-105;ALT10IMST-9;INLAND;f;1;570
1680;BEZIMST-105;ALT10IMST-9;INLAND;f;3;72
1681;BEZIMST-105;ALT10IMST-9;INLAND;f;2;19
1682;BEZIMST-105;ALT10IMST-9;INLAND;f;0;50
1683;BEZIMST-105;ALT10IMST-9;AUSLAND;m;1;43
1684;BEZIMST-105;ALT10IMST-9;AUSLAND;m;3;2
1685;BEZIMST-105;ALT10IMST-9;AUSLAND;m;0;6
1686;BEZIMST-105;ALT10IMST-9;AUSLAND;f;1;38
1687;BEZIMST-105;ALT10IMST-9;AUSLAND;f;3;8
1688;BEZIMST-105;ALT10IMST-9;AUSLAND;f;2;1
1689;BEZIMST-105;ALT10IMST-9;AUSLAND;f;0;8
1690;BEZIMST-105;ALT10IMST-10;INLAND;m;1;124
1691;BEZIMST-105;ALT10IMST-10;INLAND;m;3;27
1692;BEZIMST-105;ALT10IMST-10;INLAND;m;2;4
1693;BEZIMST-105;ALT10IMST-10;INLAND;m;0;18
1694;BEZIMST-105;ALT10IMST-10;INLAND;f;1;297
1695;BEZIMST-105;ALT10IMST-10;INLAND;f;3;36
1696;BEZIMST-105;ALT10IMST-10;INLAND;f;2;12
1697;BEZIMST-105;ALT10IMST-10;INLAND;f;0;45
1698;BEZIMST-105;ALT10IMST-10;AUSLAND;m;1;7
1699;BEZIMST-105;ALT10IMST-10;AUSLAND;m;3;2
1700;BEZIMST-105;ALT10IMST-10;AUSLAND;m;0;4
1701;BEZIMST-105;ALT10IMST-10;AUSLAND;f;1;13
1702;BEZIMST-105;ALT10IMST-10;AUSLAND;f;3;3
1703;BEZIMST-105;ALT10IMST-10;AUSLAND;f;2;2
1704;BEZIMST-105;ALT10IMST-10;AUSLAND;f;0;8
1988;BEZIMST-106;ALT10IMST-1;INLAND;m;1;3
1989;BEZIMST-106;ALT10IMST-1;INLAND;m;3;1
1990;BEZIMST-106;ALT10IMST-1;INLAND;m;2;153
1991;BEZIMST-106;ALT10IMST-1;INLAND;m;0;566
1992;BEZIMST-106;ALT10IMST-1;INLAND;f;1;4
1993;BEZIMST-106;ALT10IMST-1;INLAND;f;3;2
1994;BEZIMST-106;ALT10IMST-1;INLAND;f;2;160
1995;BEZIMST-106;ALT10IMST-1;INLAND;f;0;602
1996;BEZIMST-106;ALT10IMST-1;AUSLAND;m;2;1
1997;BEZIMST-106;ALT10IMST-1;AUSLAND;m;0;8
1998;BEZIMST-106;ALT10IMST-1;AUSLAND;f;2;1
1999;BEZIMST-106;ALT10IMST-1;AUSLAND;f;0;8
2000;BEZIMST-106;ALT10IMST-2;INLAND;m;1;361
2001;BEZIMST-106;ALT10IMST-2;INLAND;m;3;273
2002;BEZIMST-106;ALT10IMST-2;INLAND;m;2;641
2003;BEZIMST-106;ALT10IMST-2;INLAND;m;0;526
2004;BEZIMST-106;ALT10IMST-2;INLAND;f;1;358
2005;BEZIMST-106;ALT10IMST-2;INLAND;f;3;282
2006;BEZIMST-106;ALT10IMST-2;INLAND;f;2;588
2007;BEZIMST-106;ALT10IMST-2;INLAND;f;0;547
2008;BEZIMST-106;ALT10IMST-2;AUSLAND;m;1;6
2009;BEZIMST-106;ALT10IMST-2;AUSLAND;m;3;4
2010;BEZIMST-106;ALT10IMST-2;AUSLAND;m;2;23
2011;BEZIMST-106;ALT10IMST-2;AUSLAND;m;0;41
2012;BEZIMST-106;ALT10IMST-2;AUSLAND;f;1;16
2013;BEZIMST-106;ALT10IMST-2;AUSLAND;f;3;6
2014;BEZIMST-106;ALT10IMST-2;AUSLAND;f;2;26
2015;BEZIMST-106;ALT10IMST-2;AUSLAND;f;0;36
2016;BEZIMST-106;ALT10IMST-3;INLAND;m;1;661
2017;BEZIMST-106;ALT10IMST-3;INLAND;m;3;498
2018;BEZIMST-106;ALT10IMST-3;INLAND;m;2;376
2019;BEZIMST-106;ALT10IMST-3;INLAND;m;0;255
2020;BEZIMST-106;ALT10IMST-3;INLAND;f;1;611
2021;BEZIMST-106;ALT10IMST-3;INLAND;f;3;577
2022;BEZIMST-106;ALT10IMST-3;INLAND;f;2;370
2023;BEZIMST-106;ALT10IMST-3;INLAND;f;0;191
2024;BEZIMST-106;ALT10IMST-3;AUSLAND;m;1;45
2025;BEZIMST-106;ALT10IMST-3;AUSLAND;m;3;18
2026;BEZIMST-106;ALT10IMST-3;AUSLAND;m;2;31
2027;BEZIMST-106;ALT10IMST-3;AUSLAND;m;0;46
2028;BEZIMST-106;ALT10IMST-3;AUSLAND;f;1;52
2029;BEZIMST-106;ALT10IMST-3;AUSLAND;f;3;20
2030;BEZIMST-106;ALT10IMST-3;AUSLAND;f;2;43
2031;BEZIMST-106;ALT10IMST-3;AUSLAND;f;0;35
2032;BEZIMST-106;ALT10IMST-4;INLAND;m;1;841
2033;BEZIMST-106;ALT10IMST-4;INLAND;m;3;444
2034;BEZIMST-106;ALT10IMST-4;INLAND;m;2;297
2035;BEZIMST-106;ALT10IMST-4;INLAND;m;0;282
2036;BEZIMST-106;ALT10IMST-4;INLAND;f;1;708
2037;BEZIMST-106;ALT10IMST-4;INLAND;f;3;516
2038;BEZIMST-106;ALT10IMST-4;INLAND;f;2;360
2039;BEZIMST-106;ALT10IMST-4;INLAND;f;0;227
2040;BEZIMST-106;ALT10IMST-4;AUSLAND;m;1;102
2041;BEZIMST-106;ALT10IMST-4;AUSLAND;m;3;22
2042;BEZIMST-106;ALT10IMST-4;AUSLAND;m;2;50
2043;BEZIMST-106;ALT10IMST-4;AUSLAND;m;0;88
2044;BEZIMST-106;ALT10IMST-4;AUSLAND;f;1;108
2045;BEZIMST-106;ALT10IMST-4;AUSLAND;f;3;47
2046;BEZIMST-106;ALT10IMST-4;AUSLAND;f;2;73
2047;BEZIMST-106;ALT10IMST-4;AUSLAND;f;0;94
2048;BEZIMST-106;ALT10IMST-5;INLAND;m;1;950
2049;BEZIMST-106;ALT10IMST-5;INLAND;m;3;521
2050;BEZIMST-106;ALT10IMST-5;INLAND;m;2;303
2051;BEZIMST-106;ALT10IMST-5;INLAND;m;0;303
2052;BEZIMST-106;ALT10IMST-5;INLAND;f;1;834
2053;BEZIMST-106;ALT10IMST-5;INLAND;f;3;642
2054;BEZIMST-106;ALT10IMST-5;INLAND;f;2;317
2055;BEZIMST-106;ALT10IMST-5;INLAND;f;0;221
2056;BEZIMST-106;ALT10IMST-5;AUSLAND;m;1;143
2057;BEZIMST-106;ALT10IMST-5;AUSLAND;m;3;59
2058;BEZIMST-106;ALT10IMST-5;AUSLAND;m;2;94
2059;BEZIMST-106;ALT10IMST-5;AUSLAND;m;0;127
2060;BEZIMST-106;ALT10IMST-5;AUSLAND;f;1;185
2061;BEZIMST-106;ALT10IMST-5;AUSLAND;f;3;102
2062;BEZIMST-106;ALT10IMST-5;AUSLAND;f;2;120
2063;BEZIMST-106;ALT10IMST-5;AUSLAND;f;0;113
2064;BEZIMST-106;ALT10IMST-6;INLAND;m;1;1259
2065;BEZIMST-106;ALT10IMST-6;INLAND;m;3;597
2066;BEZIMST-106;ALT10IMST-6;INLAND;m;2;261
2067;BEZIMST-106;ALT10IMST-6;INLAND;m;0;300
2068;BEZIMST-106;ALT10IMST-6;INLAND;f;1;1167
2069;BEZIMST-106;ALT10IMST-6;INLAND;f;3;728
2070;BEZIMST-106;ALT10IMST-6;INLAND;f;2;260
2071;BEZIMST-106;ALT10IMST-6;INLAND;f;0;221
2072;BEZIMST-106;ALT10IMST-6;AUSLAND;m;1;195
2073;BEZIMST-106;ALT10IMST-6;AUSLAND;m;3;56
2074;BEZIMST-106;ALT10IMST-6;AUSLAND;m;2;80
2075;BEZIMST-106;ALT10IMST-6;AUSLAND;m;0;130
2076;BEZIMST-106;ALT10IMST-6;AUSLAND;f;1;274
2077;BEZIMST-106;ALT10IMST-6;AUSLAND;f;3;97
2078;BEZIMST-106;ALT10IMST-6;AUSLAND;f;2;115
2079;BEZIMST-106;ALT10IMST-6;AUSLAND;f;0;121
2080;BEZIMST-106;ALT10IMST-7;INLAND;m;1;1818
2081;BEZIMST-106;ALT10IMST-7;INLAND;m;3;598
2082;BEZIMST-106;ALT10IMST-7;INLAND;m;2;159
2083;BEZIMST-106;ALT10IMST-7;INLAND;m;0;299
2084;BEZIMST-106;ALT10IMST-7;INLAND;f;1;1770
2085;BEZIMST-106;ALT10IMST-7;INLAND;f;3;640
2086;BEZIMST-106;ALT10IMST-7;INLAND;f;2;185
2087;BEZIMST-106;ALT10IMST-7;INLAND;f;0;275
2088;BEZIMST-106;ALT10IMST-7;AUSLAND;m;1;206
2089;BEZIMST-106;ALT10IMST-7;AUSLAND;m;3;42
2090;BEZIMST-106;ALT10IMST-7;AUSLAND;m;2;41
2091;BEZIMST-106;ALT10IMST-7;AUSLAND;m;0;97
2092;BEZIMST-106;ALT10IMST-7;AUSLAND;f;1;193
2093;BEZIMST-106;ALT10IMST-7;AUSLAND;f;3;46
2094;BEZIMST-106;ALT10IMST-7;AUSLAND;f;2;44
2095;BEZIMST-106;ALT10IMST-7;AUSLAND;f;0;105
2096;BEZIMST-106;ALT10IMST-8;INLAND;m;1;1565
2097;BEZIMST-106;ALT10IMST-8;INLAND;m;3;392
2098;BEZIMST-106;ALT10IMST-8;INLAND;m;2;57
2099;BEZIMST-106;ALT10IMST-8;INLAND;m;0;163
2100;BEZIMST-106;ALT10IMST-8;INLAND;f;1;1638
2101;BEZIMST-106;ALT10IMST-8;INLAND;f;3;399
2102;BEZIMST-106;ALT10IMST-8;INLAND;f;2;58
2103;BEZIMST-106;ALT10IMST-8;INLAND;f;0;177
2104;BEZIMST-106;ALT10IMST-8;AUSLAND;m;1;103
2105;BEZIMST-106;ALT10IMST-8;AUSLAND;m;3;16
2106;BEZIMST-106;ALT10IMST-8;AUSLAND;m;2;9
2107;BEZIMST-106;ALT10IMST-8;AUSLAND;m;0;63
2108;BEZIMST-106;ALT10IMST-8;AUSLAND;f;1;125
2109;BEZIMST-106;ALT10IMST-8;AUSLAND;f;3;24
2110;BEZIMST-106;ALT10IMST-8;AUSLAND;f;2;10
2111;BEZIMST-106;ALT10IMST-8;AUSLAND;f;0;78
2112;BEZIMST-106;ALT10IMST-9;INLAND;m;1;960
2113;BEZIMST-106;ALT10IMST-9;INLAND;m;3;204
2114;BEZIMST-106;ALT10IMST-9;INLAND;m;2;12
2115;BEZIMST-106;ALT10IMST-9;INLAND;m;0;72
2116;BEZIMST-106;ALT10IMST-9;INLAND;f;1;1157
2117;BEZIMST-106;ALT10IMST-9;INLAND;f;3;189
2118;BEZIMST-106;ALT10IMST-9;INLAND;f;2;21
2119;BEZIMST-106;ALT10IMST-9;INLAND;f;0;127
2120;BEZIMST-106;ALT10IMST-9;AUSLAND;m;1;74
2121;BEZIMST-106;ALT10IMST-9;AUSLAND;m;3;12
2122;BEZIMST-106;ALT10IMST-9;AUSLAND;m;2;2
2123;BEZIMST-106;ALT10IMST-9;AUSLAND;m;0;10
2124;BEZIMST-106;ALT10IMST-9;AUSLAND;f;1;96
2125;BEZIMST-106;ALT10IMST-9;AUSLAND;f;3;20
2126;BEZIMST-106;ALT10IMST-9;AUSLAND;f;2;3
2127;BEZIMST-106;ALT10IMST-9;AUSLAND;f;0;27
2128;BEZIMST-106;ALT10IMST-10;INLAND;m;1;289
2129;BEZIMST-106;ALT10IMST-10;INLAND;m;3;60
2130;BEZIMST-106;ALT10IMST-10;INLAND;m;2;2
2131;BEZIMST-106;ALT10IMST-10;INLAND;m;0;32
2132;BEZIMST-106;ALT10IMST-10;INLAND;f;1;559
2133;BEZIMST-106;ALT10IMST-10;INLAND;f;3;101
2134;BEZIMST-106;ALT10IMST-10;INLAND;f;2;18
2135;BEZIMST-106;ALT10IMST-10;INLAND;f;0;61
2136;BEZIMST-106;ALT10IMST-10;AUSLAND;m;1;20
2137;BEZIMST-106;ALT10IMST-10;AUSLAND;m;3;1
2138;BEZIMST-106;ALT10IMST-10;AUSLAND;m;2;2
2139;BEZIMST-106;ALT10IMST-10;AUSLAND;m;0;6
2140;BEZIMST-106;ALT10IMST-10;AUSLAND;f;1;38
2141;BEZIMST-106;ALT10IMST-10;AUSLAND;f;3;3
2142;BEZIMST-106;ALT10IMST-10;AUSLAND;f;2;2
2143;BEZIMST-106;ALT10IMST-10;AUSLAND;f;0;5
2427;BEZIMST-107;ALT10IMST-1;INLAND;m;1;9
2428;BEZIMST-107;ALT10IMST-1;INLAND;m;3;2
2429;BEZIMST-107;ALT10IMST-1;INLAND;m;2;285
2430;BEZIMST-107;ALT10IMST-1;INLAND;m;0;828
2431;BEZIMST-107;ALT10IMST-1;INLAND;f;1;6
2432;BEZIMST-107;ALT10IMST-1;INLAND;f;2;258
2433;BEZIMST-107;ALT10IMST-1;INLAND;f;0;823
2434;BEZIMST-107;ALT10IMST-1;AUSLAND;m;2;13
2435;BEZIMST-107;ALT10IMST-1;AUSLAND;m;0;25
2436;BEZIMST-107;ALT10IMST-1;AUSLAND;f;2;5
2437;BEZIMST-107;ALT10IMST-1;AUSLAND;f;0;32
2438;BEZIMST-107;ALT10IMST-2;INLAND;m;1;596
2439;BEZIMST-107;ALT10IMST-2;INLAND;m;3;405
2440;BEZIMST-107;ALT10IMST-2;INLAND;m;2;876
2441;BEZIMST-107;ALT10IMST-2;INLAND;m;0;698
2442;BEZIMST-107;ALT10IMST-2;INLAND;f;1;512
2443;BEZIMST-107;ALT10IMST-2;INLAND;f;3;389
2444;BEZIMST-107;ALT10IMST-2;INLAND;f;2;860
2445;BEZIMST-107;ALT10IMST-2;INLAND;f;0;632
2446;BEZIMST-107;ALT10IMST-2;AUSLAND;m;1;57
2447;BEZIMST-107;ALT10IMST-2;AUSLAND;m;3;42
2448;BEZIMST-107;ALT10IMST-2;AUSLAND;m;2;173
2449;BEZIMST-107;ALT10IMST-2;AUSLAND;m;0;147
2450;BEZIMST-107;ALT10IMST-2;AUSLAND;f;1;34
2451;BEZIMST-107;ALT10IMST-2;AUSLAND;f;3;28
2452;BEZIMST-107;ALT10IMST-2;AUSLAND;f;2;155
2453;BEZIMST-107;ALT10IMST-2;AUSLAND;f;0;150
2454;BEZIMST-107;ALT10IMST-3;INLAND;m;1;817
2455;BEZIMST-107;ALT10IMST-3;INLAND;m;3;749
2456;BEZIMST-107;ALT10IMST-3;INLAND;m;2;500
2457;BEZIMST-107;ALT10IMST-3;INLAND;m;0;254
2458;BEZIMST-107;ALT10IMST-3;INLAND;f;1;804
2459;BEZIMST-107;ALT10IMST-3;INLAND;f;3;814
2460;BEZIMST-107;ALT10IMST-3;INLAND;f;2;430
2461;BEZIMST-107;ALT10IMST-3;INLAND;f;0;183
2462;BEZIMST-107;ALT10IMST-3;AUSLAND;m;1;79
2463;BEZIMST-107;ALT10IMST-3;AUSLAND;m;3;44
2464;BEZIMST-107;ALT10IMST-3;AUSLAND;m;2;74
2465;BEZIMST-107;ALT10IMST-3;AUSLAND;m;0;106
2466;BEZIMST-107;ALT10IMST-3;AUSLAND;f;1;73
2467;BEZIMST-107;ALT10IMST-3;AUSLAND;f;3;51
2468;BEZIMST-107;ALT10IMST-3;AUSLAND;f;2;72
2469;BEZIMST-107;ALT10IMST-3;AUSLAND;f;0;76
2470;BEZIMST-107;ALT10IMST-4;INLAND;m;1;1093
2471;BEZIMST-107;ALT10IMST-4;INLAND;m;3;699
2472;BEZIMST-107;ALT10IMST-4;INLAND;m;2;426
2473;BEZIMST-107;ALT10IMST-4;INLAND;m;0;374
2474;BEZIMST-107;ALT10IMST-4;INLAND;f;1;977
2475;BEZIMST-107;ALT10IMST-4;INLAND;f;3;780
2476;BEZIMST-107;ALT10IMST-4;INLAND;f;2;409
2477;BEZIMST-107;ALT10IMST-4;INLAND;f;0;270
2478;BEZIMST-107;ALT10IMST-4;AUSLAND;m;1;126
2479;BEZIMST-107;ALT10IMST-4;AUSLAND;m;3;59
2480;BEZIMST-107;ALT10IMST-4;AUSLAND;m;2;79
2481;BEZIMST-107;ALT10IMST-4;AUSLAND;m;0;130
2482;BEZIMST-107;ALT10IMST-4;AUSLAND;f;1;141
2483;BEZIMST-107;ALT10IMST-4;AUSLAND;f;3;65
2484;BEZIMST-107;ALT10IMST-4;AUSLAND;f;2;130
2485;BEZIMST-107;ALT10IMST-4;AUSLAND;f;0;169
2486;BEZIMST-107;ALT10IMST-5;INLAND;m;1;1340
2487;BEZIMST-107;ALT10IMST-5;INLAND;m;3;809
2488;BEZIMST-107;ALT10IMST-5;INLAND;m;2;419
2489;BEZIMST-107;ALT10IMST-5;INLAND;m;0;372
2490;BEZIMST-107;ALT10IMST-5;INLAND;f;1;1226
