C-BEZIMST-0;C-ALTGRIMST-0;C-GLIMST-0;C-C11-0;C-IMST-0;F-DATA
BEZIMST-101;ALT10IMST-4;GLIMST-2;C11-2;IMST-4;55
BEZIMST-101;ALT10IMST-5;GLIMST-1;C11-1;IMST-1;335
BEZIMST-101;ALT10IMST-5;GLIMST-1;C11-1;IMST-2;215
BEZIMST-101;ALT10IMST-5;GLIMST-1;C11-1;IMST-3;86
BEZIMST-101;ALT10IMST-5;GLIMST-1;C11-1;IMST-4;79
BEZIMST-101;ALT10IMST-5;GLIMST-1;C11-2;IMST-1;301
BEZIMST-101;ALT10IMST-5;GLIMST-1;C11-2;IMST-2;264
BEZIMST-101;ALT10IMST-5;GLIMST-1;C11-2;IMST-3;88
BEZIMST-101;ALT10IMST-5;GLIMST-1;C11-2;IMST-4;75
BEZIMST-101;ALT10IMST-5;GLIMST-2;C11-1;IMST-1;108
BEZIMST-101;ALT10IMST-5;GLIMST-2;C11-1;IMST-2;34
BEZIMST-101;ALT10IMST-5;GLIMST-2;C11-1;IMST-3;55
BEZIMST-101;ALT10IMST-5;GLIMST-2;C11-1;IMST-4;68
BEZIMST-101;ALT10IMST-5;GLIMST-2;C11-2;IMST-1;128
BEZIMST-101;ALT10IMST-5;GLIMST-2;C11-2;IMST-2;75
BEZIMST-101;ALT10IMST-5;GLIMST-2;C11-2;IMST-3;65
BEZIMST-101;ALT10IMST-5;GLIMST-2;C11-2;IMST-4;76
BEZIMST-101;ALT10IMST-6;GLIMST-1;C11-1;IMST-1;442
BEZIMST-101;ALT10IMST-6;GLIMST-1;C11-1;IMST-2;208
BEZIMST-101;ALT10IMST-6;GLIMST-1;C11-1;IMST-3;61
BEZIMST-101;ALT10IMST-6;GLIMST-1;C11-1;IMST-4;59
BEZIMST-101;ALT10IMST-6;GLIMST-1;C11-2;IMST-1;407
BEZIMST-101;ALT10IMST-6;GLIMST-1;C11-2;IMST-2;251
BEZIMST-101;ALT10IMST-6;GLIMST-1;C11-2;IMST-3;75
BEZIMST-101;ALT10IMST-6;GLIMST-1;C11-2;IMST-4;67
BEZIMST-101;ALT10IMST-6;GLIMST-2;C11-1;IMST-1;79
BEZIMST-101;ALT10IMST-6;GLIMST-2;C11-1;IMST-2;35
BEZIMST-101;ALT10IMST-6;GLIMST-2;C11-1;IMST-3;34
BEZIMST-101;ALT10IMST-6;GLIMST-2;C11-1;IMST-4;52
BEZIMST-101;ALT10IMST-6;GLIMST-2;C11-2;IMST-1;147
BEZIMST-101;ALT10IMST-6;GLIMST-2;C11-2;IMST-2;63
BEZIMST-101;ALT10IMST-6;GLIMST-2;C11-2;IMST-3;45
BEZIMST-101;ALT10IMST-6;GLIMST-2;C11-2;IMST-4;44
BEZIMST-101;ALT10IMST-7;GLIMST-1;C11-1;IMST-1;535
BEZIMST-101;ALT10IMST-7;GLIMST-1;C11-1;IMST-2;211
BEZIMST-101;ALT10IMST-7;GLIMST-1;C11-1;IMST-3;50
BEZIMST-101;ALT10IMST-7;GLIMST-1;C11-1;IMST-4;75
BEZIMST-101;ALT10IMST-7;GLIMST-1;C11-2;IMST-1;606
BEZIMST-101;ALT10IMST-7;GLIMST-1;C11-2;IMST-2;249
BEZIMST-101;ALT10IMST-7;GLIMST-1;C11-2;IMST-3;46
BEZIMST-101;ALT10IMST-7;GLIMST-1;C11-2;IMST-4;71
BEZIMST-101;ALT10IMST-7;GLIMST-2;C11-1;IMST-1;77
BEZIMST-101;ALT10IMST-7;GLIMST-2;C11-1;IMST-2;21
BEZIMST-101;ALT10IMST-7;GLIMST-2;C11-1;IMST-3;22
BEZIMST-101;ALT10IMST-7;GLIMST-2;C11-1;IMST-4;33
BEZIMST-101;ALT10IMST-7;GLIMST-2;C11-2;IMST-1;108
BEZIMST-101;ALT10IMST-7;GLIMST-2;C11-2;IMST-2;32
BEZIMST-101;ALT10IMST-7;GLIMST-2;C11-2;IMST-3;28
BEZIMST-101;ALT10IMST-7;GLIMST-2;C11-2;IMST-4;41
BEZIMST-101;ALT10IMST-8;GLIMST-1;C11-1;IMST-1;460
BEZIMST-101;ALT10IMST-8;GLIMST-1;C11-1;IMST-2;137
BEZIMST-101;ALT10IMST-8;GLIMST-1;C11-1;IMST-3;12
BEZIMST-101;ALT10IMST-8;GLIMST-1;C11-1;IMST-4;59
BEZIMST-101;ALT10IMST-8;GLIMST-1;C11-2;IMST-1;513
BEZIMST-101;ALT10IMST-8;GLIMST-1;C11-2;IMST-2;132
BEZIMST-101;ALT10IMST-8;GLIMST-1;C11-2;IMST-3;20
BEZIMST-101;ALT10IMST-8;GLIMST-1;C11-2;IMST-4;68
BEZIMST-101;ALT10IMST-8;GLIMST-2;C11-1;IMST-1;48
BEZIMST-101;ALT10IMST-8;GLIMST-2;C11-1;IMST-2;11
BEZIMST-101;ALT10IMST-8;GLIMST-2;C11-1;IMST-3;1
BEZIMST-101;ALT10IMST-8;GLIMST-2;C11-1;IMST-4;22
BEZIMST-101;ALT10IMST-8;GLIMST-2;C11-2;IMST-1;73
BEZIMST-101;ALT10IMST-8;GLIMST-2;C11-2;IMST-2;11
BEZIMST-101;ALT10IMST-8;GLIMST-2;C11-2;IMST-3;9
BEZIMST-101;ALT10IMST-8;GLIMST-2;C11-2;IMST-4;33
BEZIMST-101;ALT10IMST-9;GLIMST-1;C11-1;IMST-1;312
BEZIMST-101;ALT10IMST-9;GLIMST-1;C11-1;IMST-2;64
BEZIMST-101;ALT10IMST-9;GLIMST-1;C11-1;IMST-3;2
BEZIMST-101;ALT10IMST-9;GLIMST-1;C11-1;IMST-4;19
BEZIMST-101;ALT10IMST-9;GLIMST-1;C11-2;IMST-1;401
BEZIMST-101;ALT10IMST-9;GLIMST-1;C11-2;IMST-2;72
BEZIMST-101;ALT10IMST-9;GLIMST-1;C11-2;IMST-3;12
BEZIMST-101;ALT10IMST-9;GLIMST-1;C11-2;IMST-4;37
BEZIMST-101;ALT10IMST-9;GLIMST-2;C11-1;IMST-1;38
BEZIMST-101;ALT10IMST-9;GLIMST-2;C11-1;IMST-2;4
BEZIMST-101;ALT10IMST-9;GLIMST-2;C11-1;IMST-4;5
BEZIMST-101;ALT10IMST-9;GLIMST-2;C11-2;IMST-1;60
BEZIMST-101;ALT10IMST-9;GLIMST-2;C11-2;IMST-2;4
BEZIMST-101;ALT10IMST-9;GLIMST-2;C11-2;IMST-3;3
BEZIMST-101;ALT10IMST-9;GLIMST-2;C11-2;IMST-4;17
BEZIMST-101;ALT10IMST-10;GLIMST-1;C11-1;IMST-1;112
BEZIMST-101;ALT10IMST-10;GLIMST-1;C11-1;IMST-2;31
BEZIMST-101;ALT10IMST-10;GLIMST-1;C11-1;IMST-3;3
BEZIMST-101;ALT10IMST-10;GLIMST-1;C11-1;IMST-4;12
BEZIMST-101;ALT10IMST-10;GLIMST-1;C11-2;IMST-1;212
BEZIMST-101;ALT10IMST-10;GLIMST-1;C11-2;IMST-2;39
BEZIMST-101;ALT10IMST-10;GLIMST-1;C11-2;IMST-3;2
BEZIMST-101;ALT10IMST-10;GLIMST-1;C11-2;IMST-4;27
BEZIMST-101;ALT10IMST-10;GLIMST-2;C11-1;IMST-1;13
BEZIMST-101;ALT10IMST-10;GLIMST-2;C11-1;IMST-2;1
BEZIMST-101;ALT10IMST-10;GLIMST-2;C11-1;IMST-4;2
BEZIMST-101;ALT10IMST-10;GLIMST-2;C11-2;IMST-1;20
BEZIMST-101;ALT10IMST-10;GLIMST-2;C11-2;IMST-2;6
BEZIMST-101;ALT10IMST-10;GLIMST-2;C11-2;IMST-4;3
BEZIMST-199;ALTGRIMST-1;GLIMST-1;C11-1;IMST-1;6
BEZIMST-199;ALTGRIMST-1;GLIMST-1;C11-1;IMST-2;3
BEZIMST-199;ALTGRIMST-1;GLIMST-1;C11-1;IMST-3;277
BEZIMST-199;ALTGRIMST-1;GLIMST-1;C11-1;IMST-4;628
BEZIMST-199;ALTGRIMST-1;GLIMST-1;C11-2;IMST-1;6
BEZIMST-199;ALTGRIMST-1;GLIMST-1;C11-2;IMST-2;1
BEZIMST-199;ALTGRIMST-1;GLIMST-1;C11-2;IMST-3;229
BEZIMST-199;ALTGRIMST-1;GLIMST-1;C11-2;IMST-4;634
BEZIMST-199;ALTGRIMST-1;GLIMST-2;C11-1;IMST-4;3
BEZIMST-199;ALTGRIMST-1;GLIMST-2;C11-2;IMST-3;3
BEZIMST-199;ALTGRIMST-1;GLIMST-2;C11-2;IMST-4;3
BEZIMST-199;ALTGRIMST-2;GLIMST-1;C11-1;IMST-1;207
BEZIMST-199;ALTGRIMST-2;GLIMST-1;C11-1;IMST-2;176
BEZIMST-199;ALTGRIMST-2;GLIMST-1;C11-1;IMST-3;366
BEZIMST-199;ALTGRIMST-2;GLIMST-1;C11-1;IMST-4;322
BEZIMST-199;ALTGRIMST-2;GLIMST-1;C11-2;IMST-1;198
BEZIMST-199;ALTGRIMST-2;GLIMST-1;C11-2;IMST-2;130
BEZIMST-199;ALTGRIMST-2;GLIMST-1;C11-2;IMST-3;292
BEZIMST-199;ALTGRIMST-2;GLIMST-1;C11-2;IMST-4;286
BEZIMST-199;ALTGRIMST-2;GLIMST-2;C11-1;IMST-3;13
BEZIMST-199;ALTGRIMST-2;GLIMST-2;C11-1;IMST-4;23
BEZIMST-199;ALTGRIMST-2;GLIMST-2;C11-2;IMST-1;4
BEZIMST-199;ALTGRIMST-2;GLIMST-2;C11-2;IMST-2;1
BEZIMST-199;ALTGRIMST-2;GLIMST-2;C11-2;IMST-3;11
BEZIMST-199;ALTGRIMST-2;GLIMST-2;C11-2;IMST-4;23
BEZIMST-199;ALTGRIMST-3;GLIMST-1;C11-1;IMST-1;302
BEZIMST-199;ALTGRIMST-3;GLIMST-1;C11-1;IMST-2;249
BEZIMST-199;ALTGRIMST-3;GLIMST-1;C11-1;IMST-3;340
BEZIMST-199;ALTGRIMST-3;GLIMST-1;C11-1;IMST-4;166
BEZIMST-199;ALTGRIMST-3;GLIMST-1;C11-2;IMST-1;246
BEZIMST-199;ALTGRIMST-3;GLIMST-1;C11-2;IMST-2;233
BEZIMST-199;ALTGRIMST-3;GLIMST-1;C11-2;IMST-3;327
BEZIMST-199;ALTGRIMST-3;GLIMST-1;C11-2;IMST-4;179
BEZIMST-199;ALTGRIMST-3;GLIMST-2;C11-1;IMST-1;12
BEZIMST-199;ALTGRIMST-3;GLIMST-2;C11-1;IMST-2;9
BEZIMST-199;ALTGRIMST-3;GLIMST-2;C11-1;IMST-3;26
BEZIMST-199;ALTGRIMST-3;GLIMST-2;C11-1;IMST-4;22
BEZIMST-199;ALTGRIMST-3;GLIMST-2;C11-2;IMST-1;8
BEZIMST-199;ALTGRIMST-3;GLIMST-2;C11-2;IMST-2;10
BEZIMST-199;ALTGRIMST-3;GLIMST-2;C11-2;IMST-3;14
BEZIMST-199;ALTGRIMST-3;GLIMST-2;C11-2;IMST-4;15
BEZIMST-199;ALTGRIMST-4;GLIMST-1;C11-1;IMST-1;352
BEZIMST-199;ALTGRIMST-4;GLIMST-1;C11-1;IMST-2;280
BEZIMST-199;ALTGRIMST-4;GLIMST-1;C11-1;IMST-3;220
BEZIMST-199;ALTGRIMST-4;GLIMST-1;C11-1;IMST-4;120
BEZIMST-199;ALTGRIMST-4;GLIMST-1;C11-2;IMST-1;311
BEZIMST-199;ALTGRIMST-4;GLIMST-1;C11-2;IMST-2;332
BEZIMST-199;ALTGRIMST-4;GLIMST-1;C11-2;IMST-3;187
BEZIMST-199;ALTGRIMST-4;GLIMST-1;C11-2;IMST-4;81
BEZIMST-199;ALTGRIMST-4;GLIMST-2;C11-1;IMST-1;23
BEZIMST-199;ALTGRIMST-4;GLIMST-2;C11-1;IMST-2;9
BEZIMST-199;ALTGRIMST-4;GLIMST-2;C11-1;IMST-3;15
BEZIMST-199;ALTGRIMST-4;GLIMST-2;C11-1;IMST-4;24
BEZIMST-199;ALTGRIMST-4;GLIMST-2;C11-2;IMST-1;23
BEZIMST-199;ALTGRIMST-4;GLIMST-2;C11-2;IMST-2;9
BEZIMST-199;ALTGRIMST-4;GLIMST-2;C11-2;IMST-3;18
BEZIMST-199;ALTGRIMST-4;GLIMST-2;C11-2;IMST-4;25
BEZIMST-199;ALTGRIMST-5;GLIMST-1;C11-1;IMST-1;342
BEZIMST-199;ALTGRIMST-5;GLIMST-1;C11-1;IMST-2;261
BEZIMST-199;ALTGRIMST-5;GLIMST-1;C11-1;IMST-3;153
BEZIMST-199;ALTGRIMST-5;GLIMST-1;C11-1;IMST-4;105
BEZIMST-199;ALTGRIMST-5;GLIMST-1;C11-2;IMST-1;333
BEZIMST-199;ALTGRIMST-5;GLIMST-1;C11-2;IMST-2;336
BEZIMST-199;ALTGRIMST-5;GLIMST-1;C11-2;IMST-3;146
BEZIMST-199;ALTGRIMST-5;GLIMST-1;C11-2;IMST-4;69
BEZIMST-199;ALTGRIMST-5;GLIMST-2;C11-1;IMST-1;25
BEZIMST-199;ALTGRIMST-5;GLIMST-2;C11-1;IMST-2;12
BEZIMST-199;ALTGRIMST-5;GLIMST-2;C11-1;IMST-3;9
BEZIMST-199;ALTGRIMST-5;GLIMST-2;C11-1;IMST-4;14
BEZIMST-199;ALTGRIMST-5;GLIMST-2;C11-2;IMST-1;22
BEZIMST-199;ALTGRIMST-5;GLIMST-2;C11-2;IMST-2;14
BEZIMST-199;ALTGRIMST-5;GLIMST-2;C11-2;IMST-3;12
BEZIMST-199;ALTGRIMST-5;GLIMST-2;C11-2;IMST-4;24
BEZIMST-199;ALTGRIMST-6;GLIMST-1;C11-1;IMST-1;423
BEZIMST-199;ALTGRIMST-6;GLIMST-1;C11-1;IMST-2;229
BEZIMST-199;ALTGRIMST-6;GLIMST-1;C11-1;IMST-3;139
BEZIMST-199;ALTGRIMST-6;GLIMST-1;C11-1;IMST-4;141
BEZIMST-199;ALTGRIMST-6;GLIMST-1;C11-2;IMST-1;335
BEZIMST-199;ALTGRIMST-6;GLIMST-1;C11-2;IMST-2;266
BEZIMST-199;ALTGRIMST-6;GLIMST-1;C11-2;IMST-3;154
BEZIMST-199;ALTGRIMST-6;GLIMST-1;C11-2;IMST-4;107
BEZIMST-199;ALTGRIMST-6;GLIMST-2;C11-1;IMST-1;32
BEZIMST-199;ALTGRIMST-6;GLIMST-2;C11-1;IMST-2;10
BEZIMST-199;ALTGRIMST-6;GLIMST-2;C11-1;IMST-3;14
BEZIMST-199;ALTGRIMST-6;GLIMST-2;C11-1;IMST-4;36
BEZIMST-199;ALTGRIMST-6;GLIMST-2;C11-2;IMST-1;35
BEZIMST-199;ALTGRIMST-6;GLIMST-2;C11-2;IMST-2;18
BEZIMST-199;ALTGRIMST-6;GLIMST-2;C11-2;IMST-3;30
BEZIMST-199;ALTGRIMST-6;GLIMST-2;C11-2;IMST-4;34
BEZIMST-199;ALTGRIMST-7;GLIMST-1;C11-1;IMST-1;409
BEZIMST-199;ALTGRIMST-7;GLIMST-1;C11-1;IMST-2;280
BEZIMST-199;ALTGRIMST-7;GLIMST-1;C11-1;IMST-3;173
BEZIMST-199;ALTGRIMST-7;GLIMST-1;C11-1;IMST-4;132
BEZIMST-199;ALTGRIMST-7;GLIMST-1;C11-2;IMST-1;388
BEZIMST-199;ALTGRIMST-7;GLIMST-1;C11-2;IMST-2;369
BEZIMST-199;ALTGRIMST-7;GLIMST-1;C11-2;IMST-3;201
BEZIMST-199;ALTGRIMST-7;GLIMST-1;C11-2;IMST-4;91
BEZIMST-199;ALTGRIMST-7;GLIMST-2;C11-1;IMST-1;73
BEZIMST-199;ALTGRIMST-7;GLIMST-2;C11-1;IMST-2;21
BEZIMST-199;ALTGRIMST-7;GLIMST-2;C11-1;IMST-3;35
BEZIMST-199;ALTGRIMST-7;GLIMST-2;C11-1;IMST-4;65
BEZIMST-199;ALTGRIMST-7;GLIMST-2;C11-2;IMST-1;86
BEZIMST-199;ALTGRIMST-7;GLIMST-2;C11-2;IMST-2;33
BEZIMST-199;ALTGRIMST-7;GLIMST-2;C11-2;IMST-3;40
BEZIMST-199;ALTGRIMST-7;GLIMST-2;C11-2;IMST-4;42
BEZIMST-199;ALTGRIMST-8;GLIMST-1;C11-1;IMST-1;481
BEZIMST-199;ALTGRIMST-8;GLIMST-1;C11-1;IMST-2;388
BEZIMST-199;ALTGRIMST-8;GLIMST-1;C11-1;IMST-3;165
BEZIMST-199;ALTGRIMST-8;GLIMST-1;C11-1;IMST-4;144
BEZIMST-199;ALTGRIMST-8;GLIMST-1;C11-2;IMST-1;474
BEZIMST-199;ALTGRIMST-8;GLIMST-1;C11-2;IMST-2;419
BEZIMST-199;ALTGRIMST-8;GLIMST-1;C11-2;IMST-3;187
BEZIMST-199;ALTGRIMST-8;GLIMST-1;C11-2;IMST-4;109
BEZIMST-199;ALTGRIMST-8;GLIMST-2;C11-1;IMST-1;76
BEZIMST-199;ALTGRIMST-8;GLIMST-2;C11-1;IMST-2;35
BEZIMST-199;ALTGRIMST-8;GLIMST-2;C11-1;IMST-3;49
BEZIMST-199;ALTGRIMST-8;GLIMST-2;C11-1;IMST-4;49
BEZIMST-199;ALTGRIMST-8;GLIMST-2;C11-2;IMST-1;110
BEZIMST-199;ALTGRIMST-8;GLIMST-2;C11-2;IMST-2;54
BEZIMST-199;ALTGRIMST-8;GLIMST-2;C11-2;IMST-3;77
BEZIMST-199;ALTGRIMST-8;GLIMST-2;C11-2;IMST-4;59
BEZIMST-199;ALTGRIMST-9;GLIMST-1;C11-1;IMST-1;562
BEZIMST-199;ALTGRIMST-9;GLIMST-1;C11-1;IMST-2;353
BEZIMST-199;ALTGRIMST-9;GLIMST-1;C11-1;IMST-3;150
BEZIMST-199;ALTGRIMST-9;GLIMST-1;C11-1;IMST-4;143
BEZIMST-199;ALTGRIMST-9;GLIMST-1;C11-2;IMST-1;521
BEZIMST-199;ALTGRIMST-9;GLIMST-1;C11-2;IMST-2;442
BEZIMST-199;ALTGRIMST-9;GLIMST-1;C11-2;IMST-3;178
BEZIMST-199;ALTGRIMST-9;GLIMST-1;C11-2;IMST-4;97
BEZIMST-199;ALTGRIMST-9;GLIMST-2;C11-1;IMST-1;101
BEZIMST-199;ALTGRIMST-9;GLIMST-2;C11-1;IMST-2;36
BEZIMST-199;ALTGRIMST-9;GLIMST-2;C11-1;IMST-3;57
BEZIMST-199;ALTGRIMST-9;GLIMST-2;C11-1;IMST-4;58
BEZIMST-199;ALTGRIMST-9;GLIMST-2;C11-2;IMST-1;130
BEZIMST-199;ALTGRIMST-9;GLIMST-2;C11-2;IMST-2;103
BEZIMST-199;ALTGRIMST-9;GLIMST-2;C11-2;IMST-3;53
BEZIMST-199;ALTGRIMST-9;GLIMST-2;C11-2;IMST-4;60
BEZIMST-199;ALTGRIMST-10;GLIMST-1;C11-1;IMST-1;732
BEZIMST-199;ALTGRIMST-10;GLIMST-1;C11-1;IMST-2;381
BEZIMST-199;ALTGRIMST-10;GLIMST-1;C11-1;IMST-3;148
BEZIMST-199;ALTGRIMST-10;GLIMST-1;C11-1;IMST-4;120
BEZIMST-199;ALTGRIMST-10;GLIMST-1;C11-2;IMST-1;595
BEZIMST-199;ALTGRIMST-10;GLIMST-1;C11-2;IMST-2;459
BEZIMST-199;ALTGRIMST-10;GLIMST-1;C11-2;IMST-3;121
BEZIMST-199;ALTGRIMST-10;GLIMST-1;C11-2;IMST-4;91
BEZIMST-199;ALTGRIMST-10;GLIMST-2;C11-1;IMST-1;94
BEZIMST-199;ALTGRIMST-10;GLIMST-2;C11-1;IMST-2;35
BEZIMST-199;ALTGRIMST-10;GLIMST-2;C11-1;IMST-3;26
BEZIMST-199;ALTGRIMST-10;GLIMST-2;C11-1;IMST-4;53
BEZIMST-199;ALTGRIMST-10;GLIMST-2;C11-2;IMST-1;149
BEZIMST-199;ALTGRIMST-10;GLIMST-2;C11-2;IMST-2;68
BEZIMST-199;ALTGRIMST-10;GLIMST-2;C11-2;IMST-3;65
BEZIMST-199;ALTGRIMST-10;GLIMST-2;C11-2;IMST-4;69
BEZIMST-199;ALTGRIMST-11;GLIMST-1;C11-1;IMST-1;915
BEZIMST-199;ALTGRIMST-11;GLIMST-1;C11-1;IMST-2;433
BEZIMST-199;ALTGRIMST-11;GLIMST-1;C11-1;IMST-3;133
BEZIMST-199;ALTGRIMST-11;GLIMST-1;C11-1;IMST-4;155
BEZIMST-199;ALTGRIMST-11;GLIMST-1;C11-2;IMST-1;805
BEZIMST-199;ALTGRIMST-11;GLIMST-1;C11-2;IMST-2;436
BEZIMST-199;ALTGRIMST-11;GLIMST-1;C11-2;IMST-3;124
BEZIMST-199;ALTGRIMST-11;GLIMST-1;C11-2;IMST-4;159
BEZIMST-199;ALTGRIMST-11;GLIMST-2;C11-1;IMST-1;110
BEZIMST-199;ALTGRIMST-11;GLIMST-2;C11-1;IMST-2;26
BEZIMST-199;ALTGRIMST-11;GLIMST-2;C11-1;IMST-3;30
BEZIMST-199;ALTGRIMST-11;GLIMST-2;C11-1;IMST-4;56
BEZIMST-199;ALTGRIMST-11;GLIMST-2;C11-2;IMST-1;143
BEZIMST-199;ALTGRIMST-11;GLIMST-2;C11-2;IMST-2;57
BEZIMST-199;ALTGRIMST-11;GLIMST-2;C11-2;IMST-3;47
BEZIMST-199;ALTGRIMST-11;GLIMST-2;C11-2;IMST-4;59
BEZIMST-199;ALTGRIMST-12;GLIMST-1;C11-1;IMST-1;997
BEZIMST-199;ALTGRIMST-12;GLIMST-1;C11-1;IMST-2;389
BEZIMST-199;ALTGRIMST-12;GLIMST-1;C11-1;IMST-3;112
BEZIMST-199;ALTGRIMST-12;GLIMST-1;C11-1;IMST-4;152
BEZIMST-199;ALTGRIMST-12;GLIMST-1;C11-2;IMST-1;957
BEZIMST-199;ALTGRIMST-12;GLIMST-1;C11-2;IMST-2;484
BEZIMST-199;ALTGRIMST-12;GLIMST-1;C11-2;IMST-3;124
BEZIMST-199;ALTGRIMST-12;GLIMST-1;C11-2;IMST-4;141
BEZIMST-199;ALTGRIMST-12;GLIMST-2;C11-1;IMST-1;104
BEZIMST-199;ALTGRIMST-12;GLIMST-2;C11-1;IMST-2;36
BEZIMST-199;ALTGRIMST-12;GLIMST-2;C11-1;IMST-3;24
BEZIMST-199;ALTGRIMST-12;GLIMST-2;C11-1;IMST-4;41
BEZIMST-199;ALTGRIMST-12;GLIMST-2;C11-2;IMST-1;138
BEZIMST-199;ALTGRIMST-12;GLIMST-2;C11-2;IMST-2;48
BEZIMST-199;ALTGRIMST-12;GLIMST-2;C11-2;IMST-3;23
BEZIMST-199;ALTGRIMST-12;GLIMST-2;C11-2;IMST-4;49
BEZIMST-199;ALTGRIMST-13;GLIMST-1;C11-1;IMST-1;1076
BEZIMST-199;ALTGRIMST-13;GLIMST-1;C11-1;IMST-2;369
BEZIMST-199;ALTGRIMST-13;GLIMST-1;C11-1;IMST-3;69
BEZIMST-199;ALTGRIMST-13;GLIMST-1;C11-1;IMST-4;146
BEZIMST-199;ALTGRIMST-13;GLIMST-1;C11-2;IMST-1;1075
BEZIMST-199;ALTGRIMST-13;GLIMST-1;C11-2;IMST-2;371
BEZIMST-199;ALTGRIMST-13;GLIMST-1;C11-2;IMST-3;61
BEZIMST-199;ALTGRIMST-13;GLIMST-1;C11-2;IMST-4;141
BEZIMST-199;ALTGRIMST-13;GLIMST-2;C11-1;IMST-1;70
BEZIMST-199;ALTGRIMST-13;GLIMST-2;C11-1;IMST-2;27
BEZIMST-199;ALTGRIMST-13;GLIMST-2;C11-1;IMST-3;10
BEZIMST-199;ALTGRIMST-13;GLIMST-2;C11-1;IMST-4;40
BEZIMST-199;ALTGRIMST-13;GLIMST-2;C11-2;IMST-1;94
BEZIMST-199;ALTGRIMST-13;GLIMST-2;C11-2;IMST-2;26
BEZIMST-199;ALTGRIMST-13;GLIMST-2;C11-2;IMST-3;8
BEZIMST-199;ALTGRIMST-13;GLIMST-2;C11-2;IMST-4;40
BEZIMST-199;ALTGRIMST-14;GLIMST-1;C11-1;IMST-1;924
BEZIMST-199;ALTGRIMST-14;GLIMST-1;C11-1;IMST-2;278
BEZIMST-199;ALTGRIMST-14;GLIMST-1;C11-1;IMST-3;29
BEZIMST-199;ALTGRIMST-14;GLIMST-1;C11-1;IMST-4;81
BEZIMST-199;ALTGRIMST-14;GLIMST-1;C11-2;IMST-1;964
BEZIMST-199;ALTGRIMST-14;GLIMST-1;C11-2;IMST-2;274
BEZIMST-199;ALTGRIMST-14;GLIMST-1;C11-2;IMST-3;40
BEZIMST-199;ALTGRIMST-14;GLIMST-1;C11-2;IMST-4;92
BEZIMST-199;ALTGRIMST-14;GLIMST-2;C11-1;IMST-1;72
BEZIMST-199;ALTGRIMST-14;GLIMST-2;C11-1;IMST-2;12
BEZIMST-199;ALTGRIMST-14;GLIMST-2;C11-1;IMST-3;5
BEZIMST-199;ALTGRIMST-14;GLIMST-2;C11-1;IMST-4;19
BEZIMST-199;ALTGRIMST-14;GLIMST-2;C11-2;IMST-1;113
BEZIMST-199;ALTGRIMST-14;GLIMST-2;C11-2;IMST-2;22
BEZIMST-199;ALTGRIMST-14;GLIMST-2;C11-2;IMST-3;5
BEZIMST-199;ALTGRIMST-14;GLIMST-2;C11-2;IMST-4;39
BEZIMST-199;ALTGRIMST-15;GLIMST-1;C11-1;IMST-1;977
BEZIMST-199;ALTGRIMST-15;GLIMST-1;C11-1;IMST-2;233
BEZIMST-199;ALTGRIMST-15;GLIMST-1;C11-1;IMST-3;13
BEZIMST-199;ALTGRIMST-15;GLIMST-1;C11-1;IMST-4;66
BEZIMST-199;ALTGRIMST-15;GLIMST-1;C11-2;IMST-1;982
BEZIMST-199;ALTGRIMST-15;GLIMST-1;C11-2;IMST-2;241
BEZIMST-199;ALTGRIMST-15;GLIMST-1;C11-2;IMST-3;21
BEZIMST-199;ALTGRIMST-15;GLIMST-1;C11-2;IMST-4;67
BEZIMST-199;ALTGRIMST-15;GLIMST-2;C11-1;IMST-1;59
BEZIMST-199;ALTGRIMST-15;GLIMST-2;C11-1;IMST-2;8
BEZIMST-199;ALTGRIMST-15;GLIMST-2;C11-1;IMST-3;2
BEZIMST-199;ALTGRIMST-15;GLIMST-2;C11-1;IMST-4;15
BEZIMST-199;ALTGRIMST-15;GLIMST-2;C11-2;IMST-1;95
BEZIMST-199;ALTGRIMST-15;GLIMST-2;C11-2;IMST-2;11
BEZIMST-199;ALTGRIMST-15;GLIMST-2;C11-2;IMST-3;5
BEZIMST-199;ALTGRIMST-15;GLIMST-2;C11-2;IMST-4;22
BEZIMST-199;ALTGRIMST-16;GLIMST-1;C11-1;IMST-1;605
BEZIMST-199;ALTGRIMST-16;GLIMST-1;C11-1;IMST-2;140
BEZIMST-199;ALTGRIMST-16;GLIMST-1;C11-1;IMST-3;11
BEZIMST-199;ALTGRIMST-16;GLIMST-1;C11-1;IMST-4;44
BEZIMST-199;ALTGRIMST-16;GLIMST-1;C11-2;IMST-1;616
BEZIMST-199;ALTGRIMST-16;GLIMST-1;C11-2;IMST-2;137
BEZIMST-199;ALTGRIMST-16;GLIMST-1;C11-2;IMST-3;15
BEZIMST-199;ALTGRIMST-16;GLIMST-1;C11-2;IMST-4;58
BEZIMST-199;ALTGRIMST-16;GLIMST-2;C11-1;IMST-1;45
BEZIMST-199;ALTGRIMST-16;GLIMST-2;C11-1;IMST-2;10
BEZIMST-199;ALTGRIMST-16;GLIMST-2;C11-1;IMST-4;8
BEZIMST-199;ALTGRIMST-16;GLIMST-2;C11-2;IMST-1;89
BEZIMST-199;ALTGRIMST-16;GLIMST-2;C11-2;IMST-2;7
BEZIMST-199;ALTGRIMST-16;GLIMST-2;C11-2;IMST-3;4
BEZIMST-199;ALTGRIMST-16;GLIMST-2;C11-2;IMST-4;11
